filename	event_labels
Bcu_fIpTs_0_10_20	Basketball_bounce,Speech
Ngp7ZU2y7t4_0_10	Singing,Speech
IGZeeIOzeVg_490_500	Motorcycle,Speech
3-uuvun7zH8_200_210	Chicken_rooster
DlziaeZZl0I_1_11	Frying_(food)
N6LL-ZcRJr0_30_40	Accordion
0QGOjPiPAnw_70_80	Speech,Car
FrQ-ndKFgwg_260_270	Helicopter
DV-rskMKYSc_260_270	Cello,Violin_fiddle
M7heSS-QQlo_210_220	Vacuum_cleaner
MiO0r0cz7Z0_30_40	Speech,Baby_cry_infant_cry
BxlZdeoA3xI_30_40	Speech,Baby_cry_infant_cry
OjmoMNxNz3E_20_30	Lawn_mower,Speech
AjlCWafQOJI_190_200	Cello,Violin_fiddle
0knV4q5Sx_c_210_220	Chainsaw,Speech
DZZs3n-5OZg_30_40	Speech,Frying_(food)
FMnmSc3DZa0_30_40	Violin_fiddle,Speech
BkQqpSyhpsc_10_20	Basketball_bounce,Speech
KErctefaVm0_50_60	Blender
0bKe2oRl8w8_0_10	Singing
HoCGlk8TY64_240_250	Cello
D8uz2CFr7ls_160_170	Speech,Vacuum_cleaner
L2d9pjAZx50_320_330	Speech,Clapping
HFFD0t2CXpA_420_430	Accordion
JKAc6LSRIv0_180_190	Singing,Speech
MVDwdIUFMqc_60_70	Helicopter
Jp-qfJN3bjg_23_33	Violin_fiddle,Speech
InJ2ys4BbK0_90_100	Helicopter
M1UdqpTr9bc_20_30	Banjo,Speech
NtJI4-6iIAU_30_40	Speech,Dog
Bp7ohtEe7kE_380_390	Cello,Violin_fiddle
9yIYcYuj9z0_40_50	Singing,Speech
IZci9cDUBZ4_110_120	Cello,Violin_fiddle
8v4zwhQUpCc_30_40	Cello,Violin_fiddle
8R5pCStyc8w_180_190	Speech,Frying_(food)
5NL28wdRU7w_70_80	Frying_(food)
B5FyVdLBUbM_100_110	Motorcycle,Speech
2U4JvOHR22E_30_40	Speech,Car
80LZfdjdcfM_80_90	Vacuum_cleaner
OqkLt-J4JdA_40_50	Frying_(food)
37jOhhVr2rs_30_40	Speech,Car
0Tug2yEoHec_30_40	Blender
HVYVWJdrQCo_30_40	Violin_fiddle
1Eb_BTzbRKI_10_20	Speech,Baby_laughter
35CRMM4NVlE_390_400	Singing
1PrIUCXw7wE_60_70	Singing
3BitnyVHTl4_30_40	Acoustic_guitar,Violin_fiddle
G8IjU4ASCaQ_170_180	Frying_(food)
BLIstvCh74A_30_40	Violin_fiddle,Speech
FzplS6RTioI_22_32	Cat,Speech
6flPmESXNqQ_0_10	Speech,Fire_alarm
1pwPeNfpA6g_20_30	Frying_(food)
DWC699Srn-8_30_40	Speech,Baby_cry_infant_cry
IDxrkNsZths_0_10	Helicopter
1R_FKBxJCtI_110_120	Cheering
KE9fX2hwCuI_220_230	Helicopter
P7ny3bW3Dy8_30_40	Cat,Speech
E1xevDcdzZY_30_40	Speech,Baby_cry_infant_cry
LEE9IHyvfKM_30_40	Violin_fiddle
5vVSqVJOqZs_130_140	Basketball_bounce,Speech
FVlUwtGXVF0_30_40	Cheering,Speech
LC7aMetFUhg_140_150	Speech,Fire_alarm
Hy8_NuhpDC0_0_10	Acoustic_guitar
M9ALQV8YEEw_370_380	Cello,Violin_fiddle
HLqMpiK3gQ8_30_40	Speech,Frying_(food)
9sx5CgPFvzA_110_120	Helicopter
8eZpe3HQaPk_90_100	Helicopter
8k5GvN7s2j8_30_40	Baby_cry_infant_cry
7P1-Lxp0bcg_110_120	Chainsaw
Euh6UMGbSbA_230_240	Speech,Dog
0baKBzY8ZvE_8_18	Speech,Car
-3QYt9CDBRk_30_40	Frying_(food)
LvjBP-oSBlY_10_20	Motorcycle,Speech
K0eOupCSPtg_220_230	Motorcycle,Speech
7cATg5dhFPE_260_270	Acoustic_guitar
I9HQwvkmyM8_20_30	Speech,Dog
P7p7EHzyAG4_80_90	Lawn_mower,Speech
GdwuddsUo50_0_10	Vacuum_cleaner
BydUd64keQs_160_170	Chicken_rooster
IhioMznlrz8_390_400	Helicopter,Speech
5VuP2hhd3bo_30_40	Cheering
A0ccmDqIIpY_390_400	Speech,Dog
2kMPSBp6HQo_30_40	Lawn_mower
EWP18lDMrwM_310_320	Fire_alarm
D3x9jU5vWyo_24_34	Motorcycle,Speech
ApKgnUPayqU_8.5_18.5	Chainsaw
3xWiV-_O_8k_0_10	Helicopter
KBkwfSZGgkI_30_40	Speech,Dog
-0Bkyt8iZ1I_8_18	Speech,Car
Cgb1L1MBUQg_30_40	Frying_(food)
CKnfj-_ksxo_30_40	Cheering,Speech
LLGpULGrHxw_360_370	Acoustic_guitar,Speech
Fsl40iHO2_o_20_30	Cheering,Speech
4tuKQQTQ-5g_30_40	Speech,Frying_(food)
DlVb3WLHytc_60_70	Accordion
JF8gKOuTobY_510_520	Singing,Speech
N0vIGQWp014_110_120	Vacuum_cleaner
LdBlVwulzYI_170_180	Singing,Acoustic_guitar
1IGil4FpezQ_110_120	Singing
JSzhLJkgksk_30_40	Speech,Fire_alarm
Havc0BV1V-s_200_210	Chainsaw
B6MzPqOwPsE_0_10	Lawn_mower,Speech
2m3COtyRaNo_110_120	Singing
JFtH08Ga5so_140_150	Singing,Speech
6WUhDerByUo_40_50	Helicopter
Oo_tUGuXJZg_30_40	Cello,Violin_fiddle
HrbqaPJqkE8_30_40	Motorcycle
CJR4zYob4J4_30_40	Speech,Dog
KS2fdL0BqYs_230_240	Motorcycle,Speech
37xp5O2ufPk_30_40	Cheering,Speech
9Mecstt0Fx4_10_20	Baby_laughter
1HOdVz725U0_140_150	Helicopter
DjyKuEBVFX0_30_40	Violin_fiddle
0aU8CZQ76ec_30_40	Car
LtbfZJFJZgc_20_30	Chainsaw
CrsibXHtEbQ_30_40	Violin_fiddle,Speech
GDxr-BGe0gw_0_10	Banjo,Speech
CjUGYBisCMY_30_40	Violin_fiddle,Speech
HcJqL3zuLQM_240_250	Cheering,Speech
KLUS3C6ry30_10_20	Baby_laughter
2jxe5YINx5s_240_250	Basketball_bounce,Speech
16YYTRJavNE_110_120	Blender
BAYtZyb49hQ_90_100	Cello,Violin_fiddle
ARfL4F0FeJQ_30_40	Banjo,Speech
9XwzJOXauwA_80_90	Cello,Violin_fiddle
EyokcKrCrhQ_10_20	Singing
E7Sel54IJjQ_20_30	Singing
8owhDVn52cs_70_80	Cello,Violin_fiddle
G5yx0Xs7fv4_10_20	Speech,Dog
8PYql_9BTdg_10_20	Speech,Clapping
A1tx6KaCpLo_50_60	Speech,Dog
Eya_fl6q1jM_230_240	Acoustic_guitar
L0Y6IPsebrs_270_280	Blender
4ucaymt2VaI_40_50	Singing,Acoustic_guitar
NthIhmXQHM4_140_150	Speech,Fire_alarm
IEBDLDt7A1M_290_300	Singing,Speech
MjLJ0BBWVNk_180_190	Motorcycle,Speech
E3Q1jfTeuWs_30_40	Baby_cry_infant_cry
7p9EV8YRiqQ_10_20	Basketball_bounce,Speech
EdCvm24OIOw_170_180	Singing
EgZY0jA6KTs_80_90	Helicopter
LHDw--louOM_24_34	Telephone_bell_ringing
8sDHK0zWoVM_110_120	Singing,Violin_fiddle
CN4DcBT9WcE_30_40	Speech,Fire_alarm
HFYdNrJN2Zg_0_10	Vacuum_cleaner
JE8AM5nHYhU_30_40	Violin_fiddle,Speech
GQutQBpdoj0_30_40	Vacuum_cleaner
El8SjpaTcE0_80_90	Motorcycle,Speech
Nmw58r0EBVM_120_130	Clapping
J23UdGZbxQc_50_60	Blender,Speech
MhpN4nkuSzQ_90_100	Speech,Frying_(food)
CqD9At_JOps_340_350	Violin_fiddle
GO-rA1JRvdE_190_200	Singing,Cello
KpttLKtHhQ0_60_70	Blender,Speech
Mbv7V4bb39M_190_200	Cello,Violin_fiddle
5tMKXRX_dcs_80_90	Cheering
7ZvqglwZK8Q_0_10	Lawn_mower
HMbbWDcwqpg_120_130	Blender
AKjJ6asMrdg_170_180	Speech,Dog
APfStE_uAN0_41_51	Speech,Dog
KVxwJJM3Kqg_250_260	Singing,Acoustic_guitar
MBlWK7fmXhM_60_70	Accordion
-9ROUuODu3Y_460_470	Cello
GbEXqd1Zi-U_120_130	Accordion
8z1rr8Hkwpk_30_40	Cello,Violin_fiddle
EbXI2P9W0kI_310_320	Singing,Speech
Mh3RPyoBVqA_580_590	Basketball_bounce
4ZAwI-qz4r4_30_40	Helicopter
Cq-Jj-8q0Q0_30_40	Singing
ADarnw_KLbs_250_260	Speech,Dog
Le72jLfurio_90_100	Telephone_bell_ringing,Speech
9iDGP2ZCckk_29_39	Speech,Clapping
5OpofS7t6rc_30_40	Baby_cry_infant_cry
5uGtVgIi2-c_30_40	Baby_cry_infant_cry
6OlHuvJR_Dk_30_40	Helicopter
3c5KOAOX46I_30_40	Telephone_bell_ringing
EHB9B9J09ho_30_40	Violin_fiddle,Speech
DL00Q-Qu8sI_420_430	Speech,Vacuum_cleaner
99cwh996lpU_540_550	Blender,Speech
3-bFoUKTvA4_160_170	Violin_fiddle
21elIbjbuL8_30_40	Cheering
2LuMSNO8OAs_120_130	Singing,Acoustic_guitar
9zFRpgE-dH4_0_10	Motorcycle,Speech
CKJut-jBZLM_30_40	Violin_fiddle,Speech
IqQq5X0WhqI_360_370	Fire_alarm
CxZ6zLbeLt8_30_40	Lawn_mower,Speech
CQ0s_9DzR68_30_40	Speech,Baby_cry_infant_cry
9nn7njUNYP8_30_40	Speech,Dog
AsBM6Ch9GU4_0_10	Speech,Dog
9pw8ZZh8_QY_140_150	Singing
7-BcamGuceQ_160_170	Vacuum_cleaner
1ecuWsXLm14_30_40	Speech,Car
AxVZl7Zc2GY_30_40	Helicopter,Speech
EcyRI2DntA8_30_40	Cat,Speech
DdWA7ekn6fw_30_40	Accordion
5PoCWnv_S-w_430_440	Cheering
LZbTTQ0eHOY_30_40	Acoustic_guitar,Violin_fiddle
FbkRnLYap8o_0_10	Helicopter
47z9Dve7cfM_20_30	Cheering
N060B1-nSIM_30_40	Acoustic_guitar,Speech
-9rUoGB1S8I_30_40	Car
HTRQU197EP0_30_40	Violin_fiddle,Speech
CqHemj6fTPo_100_110	Singing
CJRJPX_p1cs_30_40	Lawn_mower
-26BIHeqAT8_18_28	Speech,Car
CWzVHePgH9I_30_40	Violin_fiddle,Speech
9IGEUdlzZ3o_0_10	Basketball_bounce
CI9cn0Hvhbg_340_350	Motorcycle
O8RWCZm40o0_30_40	Violin_fiddle,Speech
OS8JAroX8Qg_30_40	Speech,Dog
29Z8I5Bz-Pk_140_150	Basketball_bounce
Jd4MEzncWlE_160_170	Frying_(food)
8-ZLMffhptY_280_290	Speech,Frying_(food)
BMrg2WSr8WE_10_20	Cello,Violin_fiddle
EsCAprPfpis_30_40	Accordion
Ik_Oshoe_iw_30_40	Violin_fiddle
6dPOgDPbPeg_30_40	Baby_cry_infant_cry
GBb-bQOXoc0_10_20	Violin_fiddle,Speech
DD90iIXq5nI_16_26	Speech,Dog
BOk6qaLV-Qw_30_40	Violin_fiddle,Speech
Fhr_ugJ2IWk_30_40	Helicopter
1ChI48m9VHA_0_10	Speech,Clapping
G44CTSiKZ4I_50_60	Accordion
BHmyPdd3e9o_30_40	Cello,Speech
EYBeBWeUK98_20_30	Speech,Dog
LBLOLqzsA7w_18_28	Speech,Baby_cry_infant_cry
4xIq6W9b4jY_60_70	Blender,Speech
JykKbWkQwTw_40_50	Singing,Speech
28wbjdQrcmY_10_20	Baby_laughter
JYZewORKIww_140_150	Speech,Dog
703k0po9RVc_150_160	Singing,Cheering
LtEU8yz3CwM_80_90	Singing,Speech
DvJvR6ctHJU_30_40	Violin_fiddle,Speech
18cB7ZL5rgo_190_200	Speech,Clapping
A88z_71BVoI_30_40	Violin_fiddle,Speech
D0VYwH-3YFg_340_350	Helicopter
MeQju5inMzs_30_40	Acoustic_guitar,Speech
7rc6Oihko4E_10_20	Basketball_bounce,Speech
KoLlS0FUj3Y_110_120	Helicopter,Speech
1SA3fcQaO_c_8_18	Baby_cry_infant_cry
Jw_DFS4dfZU_330_340	Vacuum_cleaner
P-zQhC7wl1Q_320_330	Speech,Vacuum_cleaner
BfkiflJI5nA_14_24	Acoustic_guitar,Speech
2O9bulvQTAo_30_40	Speech,Vacuum_cleaner
D9KQ-i3WhME_72_82	Basketball_bounce,Speech
56yeb7Wc5oU_10_20	Cheering
23YfLMqlfyg_70_80	Cheering
LAfuxsI0uXE_60_70	Acoustic_guitar,Speech
34hAbFdCR18_150_160	Lawn_mower,Speech
EOcJ4QhBbhg_30_40	Basketball_bounce,Speech
73cEBs43TIM_260_270	Helicopter
8KbQz7NlrD4_30_40	Helicopter
DbEmznQj8cM_30_40	Violin_fiddle,Speech
BeK-a7tCUvE_0_10	Speech,Dog
CMx9nGyUVz0_480_490	Helicopter
M4RRSUuUHOo_30_40	Cat,Speech
FlxA_Vc-SOo_120_130	Motorcycle,Speech
BXHVLLewKzw_30_40	Cat,Speech
8cxe73yPfRA_300_310	Singing,Acoustic_guitar
A21e0ZyS_E4_260_270	Singing
GKq2LXC9SM4_0_10	Singing,Speech
Co1SReiQzVE_40_50	Violin_fiddle
HUAvV_uP0zE_240_250	Accordion
DBhkzQFl-jc_10_20	Acoustic_guitar,Speech
EpI2sat-cNA_130_140	Speech,Dog
1HhqwDuw3Uo_30_40	Speech,Car
FqEOFBHBiPE_260_270	Helicopter
0dhd_h8fHQA_30_40	Speech,Car
2naROK0ie8Y_15_25	Speech,Car
OSOPQHK5wMI_10_20	Speech,Dog
NSFTAK3qoZQ_110_120	Speech,Dog
9ghHfENSLLg_30_40	Helicopter
FtjYOMJovPk_30_40	Chicken_rooster,Speech
FSY6UEa7qbk_0_10	Basketball_bounce,Speech
1HlgBcnRKxM_30_40	Speech,Car
DGR1Bo2Yiv0_30_40	Cello,Violin_fiddle
DSf51K8iLhQ_30_40	Speech,Accordion
CcQxefCMNLc_160_170	Accordion
MB2GHQnoQSw_200_210	Singing,Cello,Violin_fiddle
OlNH8xBgeaA_110_120	Speech,Baby_cry_infant_cry
NXbLD2ibHmU_140_150	Singing,Speech
2_vu1ZJ1xV0_140_150	Accordion
6VacqWq_L8E_0_10	Accordion
HFmcPF0E7VI_20_30	Speech,Fire_alarm
7UL1Xxg_-uA_170_180	Basketball_bounce,Speech
3AKBbGLfv8Y_290_300	Speech,Car
E-NhbmF1wpE_10_20	Singing
1FeRLl7jYQw_16_26	Speech,Car
IQbMYkGYmos_0_10	Chainsaw,Speech
HYUMnaQ9q48_0_10	Singing
EjlO8bYGM8o_0_10	Speech,Dog
Evn2-qjIF80_2_12	Baby_cry_infant_cry
89AUpCNA0Is_30_40	Accordion
IACzOOGXHXA_70_80	Vacuum_cleaner
AeVM0K5VHYI_30_40	Speech,Baby_laughter
C3qlm2wJCCw_2_12	Cat,Speech
DepTw8defWM_170_180	Vacuum_cleaner
8pdwny3f8IY_40_50	Speech,Vacuum_cleaner
HIvawIyRGfw_340_350	Singing,Cheering
95sGQ-gLWuQ_90_100	Lawn_mower,Speech
1HQyUAfYFHw_0_10	Vacuum_cleaner
EspHQQXRN0M_30_40	Helicopter
AwhELVrHr54_30_40	Speech,Baby_cry_infant_cry
BRkJiN9O2AI_30_40	Acoustic_guitar,Speech
6Yv5Yr1DyDk_340_350	Cello,Violin_fiddle
3J6NkqSbwug_10_20	Basketball_bounce,Speech
IQ2HHxTZJoA_40_50	Helicopter
K2Fj25gF1hA_270_280	Basketball_bounce,Speech
G3Trv9BfcAg_30_40	Helicopter
B-qz7TqJFWo_20_30	Violin_fiddle
MPvWA6Dyx7w_27_37	Speech,Baby_cry_infant_cry
6PJ6wPWKBGE_230_240	Cheering
Hv8Hu2xuHPQ_10_20	Singing,Speech
CyFs3Gl195A_80_90	Singing,Speech
JIkMBMbIaRA_30_40	Violin_fiddle,Speech
8clWo2RKdZI_30_40	Fire_alarm
BZGu3iOutzU_30_40	Cat
00hlFI46TJc_30_40	Chicken_rooster
FcQ-twwDXDM_40_50	Speech,Vacuum_cleaner
5laVGDUaFxs_120_130	Speech,Vacuum_cleaner
P2gW3SUSK78_120_130	Fire_alarm
6CH0sjsf9fE_330_340	Motorcycle
N1eVPPyBKq8_10_20	Singing,Speech
4y3L5aHmXfU_160_170	Cheering
HDnAnKOZerI_190_200	Speech,Dog
Lthc0Y9dhzE_0_10	Accordion
9KPk292No4k_140_150	Speech,Frying_(food)
OISjAJfssxE_0_10	Acoustic_guitar
BNbvx1j87ZY_110_120	Speech,Fire_alarm
HuOmocF6k2s_490_500	Violin_fiddle
Df3v8YPxLTA_150_160	Singing,Speech
JmR0f8Tc3RA_70_80	Speech,Dog
FJpUgwFhVGM_250_260	Cello,Violin_fiddle
7fyEB8Xrm-s_120_130	Speech,Fire_alarm
5ioGzyY8bU0_130_140	Blender
1FVyNi9tU80_0_10	Car
7qXlcJBcBPw_30_40	Helicopter
Motn51JjCgc_30_40	Violin_fiddle,Speech
0Pk3d8Qn6p4_60_70	Accordion
E8KWazXIrAU_30_40	Violin_fiddle,Speech
F_r0sbSqz-0_23_33	Chicken_rooster,Speech
MSLyEfKZn1c_30_40	Speech,Clapping
72rezkHEfYI_520_530	Cello,Violin_fiddle
BfkDWjzSWyk_70_80	Speech,Dog
CFr06vfRDDQ_0_10	Motorcycle,Speech
83MPTPNXhTs_160_170	Helicopter
NSZEVY9tjQU_480_490	Speech,Vacuum_cleaner
G5Nw96SN1Yo_10_20	Accordion
AWc52Gs1dF4_60_70	Chicken_rooster
Oqp-CbWhQK4_300_310	Cello,Violin_fiddle
OKBqATHDehQ_30_40	Violin_fiddle,Speech
D9LaKlgNuhs_120_130	Speech,Vacuum_cleaner
J8ULIYST00w_30_40	Singing,Speech
GytLL4ANdHw_50_60	Chicken_rooster
39iC8Wu1d8I_70_80	Speech,Clapping
0dGtbEr1sPk_20_30	Cello,Violin_fiddle
8cZ8LgbfS2c_120_130	Telephone_bell_ringing
0EpvbyUL61A_30_40	Speech,Car
D5ZZY-k1vfc_0_10	Speech,Dog
Mludp1YCLZM_30_40	Accordion
DisMxbS8Bns_20_30	Chicken_rooster,Speech
GFH14s8RGpU_0_10	Motorcycle,Speech
1BIIMEThUng_130_140	Singing
Az3L_C6lAN0_0_10	Speech,Dog
5P92diQFRHA_370_380	Lawn_mower
FR5NqrGeuzA_60_70	Singing
4FtrYnyz_ag_0_10	Accordion
F7mpvAWYi94_30_40	Speech,Baby_cry_infant_cry
LAZzVa6gh_E_10_20	Singing,Speech
IHrKCPO8dOU_30_40	Motorcycle,Speech
8byxt0IjVcQ_30_40	Speech,Clapping
CwYzc4wSTRQ_50_60	Singing,Speech
E0pr-j4vARM_20_30	Baby_laughter
3bSO8KWPbZM_30_40	Baby_cry_infant_cry
EZk-ir04HQg_0_10	Singing
M76zQUmTc3g_30_40	Violin_fiddle,Speech
7t-kM4fLJZ0_10_20	Speech,Accordion
EYMAa_0H2Os_30_40	Cheering,Speech
DYjrxFs349E_60_70	Speech,Clapping
8I33jMkah94_90_100	Chainsaw,Speech
NzVNU43Plfc_0_10	Singing,Speech
DR1i4GYntsM_470_480	Singing,Speech
GHp03eekctI_0_10	Singing,Acoustic_guitar
AMpIPz8p0No_20_30	Motorcycle,Speech
3Qnm0f-0BQE_6_16	Motorcycle
FXa7LviLf_4_20_30	Singing
Am6ffaEoGvc_151_161	Lawn_mower
NahfssdqFiM_30_40	Helicopter,Speech
AR9dxZVmPGE_140_150	Chicken_rooster,Speech
-8RoEOBmZTE_30_40	Speech,Car
E5TjRAIyxVw_30_40	Violin_fiddle,Speech
7e0o8Lw4Ve4_150_160	Blender
4uf6-_-bJpU_130_140	Speech,Clapping
KIQCJS3roeE_480_490	Cello,Violin_fiddle
LhFgDY7VlN4_30_40	Violin_fiddle,Speech
CKtT63TlYGE_30_40	Chicken_rooster
1CggnB_uFq0_24_34	Car
Lgvh2p3n-wU_30_40	Violin_fiddle,Speech
DRK77_RkRfQ_30_40	Violin_fiddle,Speech
J-Igx1Ucy-Y_0_10	Speech,Dog
7vv6nSZIrlE_50_60	Helicopter
Oz62zf79G7g_40_50	Helicopter
IptIfSz263o_30_40	Helicopter
DZOz_TcORUM_440_450	Speech,Dog
1T8oXIFhjbI_160_170	Speech,Frying_(food)
HS4_wU2ZV9A_4_14	Baby_cry_infant_cry
AELbJJFC4sg_30_40	Basketball_bounce,Speech
NcGd4fjy5KM_40_50	Vacuum_cleaner
EoGOOiL0Qys_10_20	Motorcycle,Speech
4ROw9lAxIac_16_26	Frying_(food)
Gq2jYgqfI7U_30_40	Violin_fiddle,Speech
9hLropYJdYo_520_530	Speech,Frying_(food)
Ox8S54s_ars_30_40	Violin_fiddle,Speech
BYEc9L5kGKQ_48.7_58.7	Fire_alarm
6Nw4C7fBOF8_380_390	Cheering
Hq74Yu-8fq0_240_250	Violin_fiddle
J0EgVKYrOcU_370_380	Speech,Dog
DoGRxiKG9xo_28_38	Speech,Dog
GDISe2x7UiA_30_40	Violin_fiddle,Speech
Dpa8VeyU72Y_230_240	Speech,Baby_cry_infant_cry
HW8f5XkeJGg_0_10	Acoustic_guitar
DzBk5VyuobA_30_40	Speech,Baby_laughter
0zvgEl3lSz0_30_40	Car
FB1cQMkn4Kw_20_30	Cat,Speech
0MH4PFNpBDU_30_40	Speech,Car
5Q7ocHjcX8Y_30_40	Helicopter
4NxQao9LTWw_270_280	Basketball_bounce
I8a0VuxDwWM_30_40	Speech,Dog
6u1iKKh_9CQ_30_40	Lawn_mower
J71Pvrf7Ql0_100_110	Helicopter,Speech
HfbC0rpH_RU_370_380	Helicopter,Speech
NuiN2LgVMBM_210_220	Singing,Banjo,Speech
H3bZiHpH7WI_30_40	Violin_fiddle,Speech
GYFX4MO3LLY_80_90	Cat,Speech
IZiUeEqjheE_0_10	Violin_fiddle
9Dci2M4yKHE_4_14	Fire_alarm
GzdIbHWD5LE_20_30	Speech,Accordion
7tZgwYg8CAY_30_40	Chicken_rooster
62PMY_Hicy4_0_10	Telephone_bell_ringing
3i0bbtKTFDc_8_18	Baby_cry_infant_cry
2V592vtrYkg_30_40	Speech,Car
BbZiOj0S-6s_0_10	Speech,Dog
D5lE-RhEoEA_0_10	Motorcycle,Speech
1xDAKxvlxWU_20_30	Lawn_mower
KqbWPfGZJWs_60_70	Cat,Speech
-7uZTWVNI4s_30_40	Baby_cry_infant_cry
3esdPpmd8xM_30_40	Cello,Violin_fiddle
EUsgXnI8krU_30_40	Cheering,Speech
M05e2vaHjEI_30_40	Singing
IYCXWeY_IZo_30_40	Baby_cry_infant_cry
3Y-bKlz6yDY_340_350	Blender
KyaYVNQM1is_40_50	Cello,Accordion
6DTs2GTeo1c_20_30	Baby_cry_infant_cry
OaEDezCtxm8_150_160	Chicken_rooster,Speech
1VOJkACh2b4_30_40	Car
KT2f2J9MJGg_10_20	Motorcycle,Speech
E1FHRl3Qv_o_40_50	Speech,Dog
-9s51FHrRaI_30_40	Car
6EwjHmluxZM_61_71	Chicken_rooster
B33tQuuR0T8_10_20	Cello,Violin_fiddle
JrmKqYrXb_Y_30_40	Speech,Clapping
O5GdsfyyxF8_10_20	Speech,Dog
GnY5OpfADgw_290_300	Chainsaw,Speech
7EqNYhvsgdc_0_10	Violin_fiddle
-E_DO6q-0kc_210_220	Cheering
0lB-Of-KGUo_30_40	Baby_cry_infant_cry
CV4as9M0IUI_0_10	Speech,Clapping
IPrxEldt7d8_390_400	Cheering,Speech
JeK71KS06oo_30_40	Violin_fiddle,Speech
0eTnDw0z8MQ_170_180	Frying_(food)
1DhYfO7ZqvA_19_29	Speech,Car
KtcaTFriCUI_30_40	Baby_cry_infant_cry
8oIqiZPWbMQ_160_170	Helicopter
E0Nagx_oFVg_30_40	Helicopter
1KztyCf-8lQ_14_24	Car
C034IThsz7Q_500_510	Chicken_rooster
DFmmoi9C2rk_160_170	Accordion
D6ymd0YyWGI_30_40	Motorcycle,Speech
4j4Tg-OAL-4_20_30	Cheering,Speech
Er9uj_rsAfc_15_25	Baby_cry_infant_cry
2VMS64fFJps_170_180	Vacuum_cleaner
HqWtLUnKDX0_170_180	Basketball_bounce
GLHUNDaGGwg_30_40	Fire_alarm
GJWCZuUmHtA_130_140	Acoustic_guitar
NWul6gaF9PI_80_90	Vacuum_cleaner
2gl96Ky32RA_80_90	Singing
GO0E-brLy3s_22_32	Baby_cry_infant_cry
GUFmvcfKmAs_160_170	Acoustic_guitar,Speech
7QpYQt2-Euc_30_40	Cheering,Speech
GwQlYH6NtfQ_6_16	Speech,Baby_cry_infant_cry
OVNtuxOm5ZA_10_20	Chainsaw
O8O3fut6usA_120_130	Accordion
H_4C560cR2o_560_570	Speech,Frying_(food)
IHSE1yG6J0s_30_40	Violin_fiddle,Speech
A7lFUXCIigQ_20_30	Speech,Dog
AS_csvqtZng_30_40	Helicopter
1Si5X9gxUNk_30_40	Speech,Car
KUpXnwxFqYw_30_40	Speech,Dog
DZJZOgC6PGQ_0_10	Motorcycle,Speech
IdEXShfpQHs_24_34	Speech,Dog
0EMNATwzLA4_90_100	Singing,Acoustic_guitar
7HLYGkayAGA_120_130	Speech,Clapping
G6Z2PeDl91U_130_140	Cello,Violin_fiddle
4uuGBWihU3g_100_110	Blender
IpP_Iv_LZOY_70_80	Singing,Speech
AX0Gpjxva9w_320_330	Speech,Dog
MxUj6n_3P80_140_150	Speech,Vacuum_cleaner
GljyKByxlrs_40_50	Speech,Dog
D0qe-yhpHKw_100_110	Chicken_rooster,Speech
9r-BFdiPvkk_150_160	Acoustic_guitar,Speech
6WnjLP0J6kA_170_180	Accordion
LLBH0ARrqvc_30_40	Accordion
KIo-d58CIpM_70_80	Helicopter,Speech
FLeBD2dLXeE_40_50	Blender
A95ztPd1FD8_50_60	Speech,Dog
7cQIg0b5-ls_40_50	Blender
G7WdbH_BQWE_260_270	Helicopter,Speech
7FSkFZcTWXI_10_20	Chainsaw
CqchCoYcFGI_90_100	Singing,Speech
Es26zEw6qTo_60_70	Blender
-C11u39XGvc_30_40	Car
CqmTLwHA94Y_30_40	Violin_fiddle,Speech
IlI22V_GTgE_360_370	Cello
Fb3B_kuKHKE_50_60	Chainsaw
ICDzUwiWFfM_90_100	Speech,Dog
L-x3ZtZvxtU_30_40	Violin_fiddle,Speech
DsQbKDlve-0_30_40	Speech,Vacuum_cleaner
E2lIuJD2ybY_100_110	Singing,Speech
F8CrXVJ-wrs_30_40	Blender
6ERQUXj0zjA_30_40	Accordion
CmiUSh6OBsc_350_360	Speech,Dog
A_4yeTLSws8_30_40	Chainsaw
Lz7RomS8y58_30_40	Violin_fiddle,Speech
HzLHEeyZnKI_40_50	Singing,Speech
CNQmjYx14Fo_100_110	Accordion
JdBC8eW4kq4_150_160	Blender,Speech
Kd1pGnNfdFw_70_80	Singing,Speech
68T7Pm5Sx1U_140_150	Cello,Violin_fiddle
OWbIRRwljFQ_70_80	Speech,Frying_(food)
Lg18iOhg0VE_20_30	Speech,Dog
KxJg1J5RZJo_440_450	Frying_(food)
OfuIA5h4du0_110_120	Singing,Cheering
HcG9MzrDPgc_30_40	Vacuum_cleaner
2BPQPsZEjo8_30_40	Chicken_rooster
JHZ8YtyRjS0_330_340	Chainsaw
B_ppvaJhMEc_30_40	Violin_fiddle,Speech
F8dybm8Jtlo_30_40	Violin_fiddle,Speech
2k6vwG0Ot_A_120_130	Singing,Acoustic_guitar
LHGlQpppuaw_30_40	Violin_fiddle,Speech
Ixim56rl5mI_50_60	Cheering,Speech,Dog
CDzXaXXJbEM_10_20	Vacuum_cleaner
13nV_7Q0WEc_220_230	Vacuum_cleaner
BrzZjlMepoE_30_40	Lawn_mower,Speech
HHhFudtHjno_30_40	Helicopter
IoTM1KPAdvo_260_270	Violin_fiddle
C8xrXvm9REw_40_50	Speech,Dog
NJGQDfryU1A_70_80	Chainsaw,Lawn_mower,Speech
